Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
2016-12-04,2016,13,Osmanlispor FK,Kardemir Karabukspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-12-04,2016,13,Adanaspor,Genclerbirligi,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-04,2016,13,Kasimpasa,Galatasaray,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,1,0
2016-12-05,2016,13,Kayserispor,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-05,2016,13,Bursaspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-09,2016,14,Trabzonspor,Adanaspor,4-1,4,1,T1,1,5,3,H,1-1,1,1,2,0,D,1,0,0,1
2016-12-10,2016,14,Genclerbirligi,Basaksehir FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-12-10,2016,14,Besiktas,Bursaspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,1
2016-12-10,2016,14,Caykur Rizespor,Kasimpasa,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,1
2016-12-11,2016,14,Kardemir Karabukspor,Alanyaspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-11,2016,14,Akhisarspor,Osmanlispor FK,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-11,2016,14,Konyaspor,Kayserispor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-12-11,2016,14,Galatasaray,Gaziantepspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,1
2016-12-12,2016,14,Antalyaspor,Fenerbahce,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-17,2016,15,Basaksehir FK,Trabzonspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-17,2016,15,Kasimpasa,Besiktas,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2016-12-18,2016,15,Kardemir Karabukspor,Konyaspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-12-18,2016,15,Gaziantepspor,Caykur Rizespor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,1
2016-12-18,2016,15,Adanaspor,Kayserispor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2016-12-18,2016,15,Alanyaspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-12-18,2016,15,Osmanlispor FK,Galatasaray,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-12-19,2016,15,Bursaspor,Antalyaspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-12-19,2016,15,Fenerbahce,Genclerbirligi,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2016-12-24,2016,16,Besiktas,Gaziantepspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-12-24,2016,16,Adanaspor,Basaksehir FK,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-12-25,2016,16,Kayserispor,Kardemir Karabukspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
2016-12-25,2016,16,Antalyaspor,Kasimpasa,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-25,2016,16,Caykur Rizespor,Osmanlispor FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-12-25,2016,16,Akhisarspor,Konyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-25,2016,16,Galatasaray,Alanyaspor,5-1,5,1,T1,1,6,4,H,2-1,2,1,3,1,H,1,0,0,1
2016-12-26,2016,16,Trabzonspor,Fenerbahce,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,1,0
2016-12-26,2016,16,Genclerbirligi,Bursaspor,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-13,2016,17,Bursaspor,Trabzonspor,1-2,1,2,T1,1,3,-1,A,1-2,1,2,3,-1,A,1,0,0,1
2017-01-14,2016,17,Alanyaspor,Caykur Rizespor,2-3,2,3,T1,1,5,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2017-01-14,2016,17,Kardemir Karabukspor,Akhisarspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-01-14,2016,17,Basaksehir FK,Kayserispor,5-0,5,0,T1,1,5,5,H,2-0,2,0,2,2,H,1,0,0,0
2017-01-14,2016,17,Konyaspor,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
2017-01-15,2016,17,Fenerbahce,Adanaspor,2-2,2,2,T1,1,4,0,D,1-2,1,2,3,-1,A,1,0,0,0
2017-01-15,2016,17,Kasimpasa,Genclerbirligi,3-0,3,0,T1,1,3,3,H,3-0,3,0,3,3,H,1,0,0,1
2017-01-15,2016,17,Gaziantepspor,Antalyaspor,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,1,0
2017-01-16,2016,17,Osmanlispor FK,Besiktas,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2017-01-21,2016,18,Akhisarspor,Kayserispor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-01-21,2016,18,Konyaspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-21,2016,18,Kardemir Karabukspor,Galatasaray,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,1
2017-01-21,2016,18,Bursaspor,Adanaspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-01-22,2016,18,Kasimpasa,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-01-22,2016,18,Osmanlispor FK,Antalyaspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2017-01-22,2016,18,Fenerbahce,Basaksehir FK,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-01-23,2016,18,Alanyaspor,Besiktas,1-4,1,4,T1,1,5,-3,A,0-2,0,2,2,-2,A,1,0,0,0
2017-01-28,2016,19,Caykur Rizespor,Kardemir Karabukspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,0
2017-01-28,2016,19,Antalyaspor,Alanyaspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-28,2016,19,Galatasaray,Akhisarspor,6-0,6,0,T1,1,6,6,H,4-0,4,0,4,4,H,1,0,0,0
2017-01-29,2016,19,Genclerbirligi,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2017-01-29,2016,19,Basaksehir FK,Bursaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-01-29,2016,19,Trabzonspor,Gaziantepspor,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-01-29,2016,19,Kayserispor,Fenerbahce,4-1,4,1,T1,1,5,3,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-30,2016,19,Adanaspor,Kasimpasa,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2017-01-30,2016,19,Besiktas,Konyaspor,5-1,5,1,T1,1,6,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-10,2016,20,Kardemir Karabukspor,Besiktas,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-02-11,2016,20,Osmanlispor FK,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-02-11,2016,20,Alanyaspor,Genclerbirligi,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-11,2016,20,Bursaspor,Fenerbahce,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,1,0
2017-02-12,2016,20,Kasimpasa,Basaksehir FK,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-12,2016,20,Galatasaray,Kayserispor,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,0,0
2017-02-12,2016,20,Konyaspor,Antalyaspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,2
2017-02-12,2016,20,Akhisarspor,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-13,2016,20,Gaziantepspor,Adanaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-02-17,2016,21,Kayserispor,Bursaspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,1
2017-02-18,2016,21,Antalyaspor,Kardemir Karabukspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-02-18,2016,21,Basaksehir FK,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-18,2016,21,Caykur Rizespor,Galatasaray,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2017-02-19,2016,21,Genclerbirligi,Konyaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-19,2016,21,Fenerbahce,Kasimpasa,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-19,2016,21,Adanaspor,Osmanlispor FK,1-5,1,5,T1,1,6,-4,A,0-2,0,2,2,-2,A,1,0,0,0
2017-02-19,2016,21,Besiktas,Akhisarspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-20,2016,21,Trabzonspor,Alanyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-24,2016,22,Caykur Rizespor,Kayserispor,2-4,2,4,T1,1,6,-2,A,1-2,1,2,3,-1,A,1,0,1,0
2017-02-24,2016,22,Kasimpasa,Bursaspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,1
2017-02-25,2016,22,Alanyaspor,Adanaspor,4-1,4,1,T1,1,5,3,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-25,2016,22,Akhisarspor,Antalyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-25,2016,22,Konyaspor,Trabzonspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-26,2016,22,Gaziantepspor,Fenerbahce,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
2017-02-26,2016,22,Kardemir Karabukspor,Genclerbirligi,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-26,2016,22,Osmanlispor FK,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,1
2017-02-27,2016,22,Galatasaray,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-03-03,2016,23,Trabzonspor,Kardemir Karabukspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-03-04,2016,23,Bursaspor,Gaziantepspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-03-04,2016,23,Besiktas,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-05,2016,23,Basaksehir FK,Alanyaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-05,2016,23,Adanaspor,Konyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-03-05,2016,23,Fenerbahce,Osmanlispor FK,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
2017-03-05,2016,23,Kayserispor,Kasimpasa,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2017-03-06,2016,23,Genclerbirligi,Akhisarspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-06,2016,23,Antalyaspor,Galatasaray,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,1
2017-03-10,2016,24,Alanyaspor,Fenerbahce,2-3,2,3,T1,1,5,-1,A,2-2,2,2,4,0,D,1,0,0,0
2017-03-11,2016,24,Gaziantepspor,Kasimpasa,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2017-03-11,2016,24,Kardemir Karabukspor,Adanaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-11,2016,24,Osmanlispor FK,Bursaspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2017-03-11,2016,24,Galatasaray,Genclerbirligi,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
2017-03-12,2016,24,Besiktas,Kayserispor,2-2,2,2,T1,1,4,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-03-12,2016,24,Konyaspor,Basaksehir FK,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
2017-03-12,2016,24,Caykur Rizespor,Antalyaspor,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2017-03-13,2016,24,Akhisarspor,Trabzonspor,1-3,1,3,T1,1,4,-2,A,1-0,1,0,1,1,H,1,0,0,0
2017-03-17,2016,25,Fenerbahce,Konyaspor,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,0
2017-03-18,2016,25,Trabzonspor,Galatasaray,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,1,0
2017-03-18,2016,25,Kayserispor,Gaziantepspor,3-4,3,4,T1,1,7,-1,A,2-2,2,2,4,0,D,1,0,0,0
2017-03-18,2016,25,Adanaspor,Akhisarspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-03-18,2016,25,Kasimpasa,Osmanlispor FK,3-2,3,2,T1,1,5,1,H,2-2,2,2,4,0,D,1,0,0,0
2017-03-19,2016,25,Genclerbirligi,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-03-19,2016,25,Basaksehir FK,Kardemir Karabukspor,3-3,3,3,T1,1,6,0,D,1-1,1,1,2,0,D,1,0,0,0
2017-03-19,2016,25,Bursaspor,Alanyaspor,1-3,1,3,T1,1,4,-2,A,1-1,1,1,2,0,D,1,0,0,0
2017-03-19,2016,25,Antalyaspor,Besiktas,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
2017-04-01,2016,26,Akhisarspor,Basaksehir FK,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-04-01,2016,26,Alanyaspor,Kasimpasa,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2017-04-01,2016,26,Kardemir Karabukspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-04-01,2016,26,Antalyaspor,Kayserispor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,1,1
2017-04-02,2016,26,Caykur Rizespor,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-04-02,2016,26,Osmanlispor FK,Gaziantepspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2017-04-02,2016,26,Konyaspor,Bursaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-04-02,2016,26,Besiktas,Genclerbirligi,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2017-04-03,2016,26,Galatasaray,Adanaspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,0
2017-04-07,2016,27,Bursaspor,Kardemir Karabukspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
2017-04-08,2016,27,Gaziantepspor,Alanyaspor,2-3,2,3,T1,1,5,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-04-08,2016,27,Trabzonspor,Besiktas,3-4,3,4,T1,1,7,-1,A,1-1,1,1,2,0,D,1,0,0,0
2017-04-08,2016,27,Genclerbirligi,Antalyaspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
2017-04-09,2016,27,Kayserispor,Osmanlispor FK,1-4,1,4,T1,1,5,-3,A,1-2,1,2,3,-1,A,1,0,0,0
2017-04-09,2016,27,Fenerbahce,Akhisarspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-04-09,2016,27,Adanaspor,Caykur Rizespor,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2017-04-10,2016,27,Kasimpasa,Konyaspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2017-04-10,2016,27,Basaksehir FK,Galatasaray,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-04-12,2016,18,Gaziantepspor,Genclerbirligi,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-04-21,2016,28,Konyaspor,Gaziantepspor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2017-04-21,2016,28,Kardemir Karabukspor,Kasimpasa,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-04-22,2016,28,Antalyaspor,Trabzonspor,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
2017-04-22,2016,28,Genclerbirligi,Kayserispor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2017-04-22,2016,28,Alanyaspor,Osmanlispor FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-04-22,2016,28,Caykur Rizespor,Basaksehir FK,3-3,3,3,T1,1,6,0,D,1-1,1,1,2,0,D,1,0,1,0
2017-04-23,2016,28,Akhisarspor,Bursaspor,5-1,5,1,T1,1,6,4,H,4-1,4,1,5,3,H,1,0,0,0
2017-04-23,2016,28,Galatasaray,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-04-24,2016,28,Besiktas,Adanaspor,3-2,3,2,T1,1,5,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-04-28,2016,29,Gaziantepspor,Kardemir Karabukspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-04-29,2016,29,Kayserispor,Alanyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,1
2017-04-29,2016,29,Trabzonspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
2017-04-30,2016,29,Basaksehir FK,Besiktas,3-1,3,1,T1,1,4,2,H,3-0,3,0,3,3,H,1,0,0,0
2017-04-30,2016,29,Adanaspor,Antalyaspor,2-5,2,5,T1,1,7,-3,A,0-3,0,3,3,-3,A,1,0,0,0
2017-04-30,2016,29,Kasimpasa,Akhisarspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2017-04-30,2016,29,Fenerbahce,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,1
2017-05-01,2016,29,Bursaspor,Galatasaray,0-5,0,5,T1,1,5,-5,A,0-2,0,2,2,-2,A,1,0,0,0
2017-05-01,2016,29,Osmanlispor FK,Konyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-05-05,2016,30,Antalyaspor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-05-06,2016,30,Genclerbirligi,Adanaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-05-06,2016,30,Trabzonspor,Kayserispor,2-3,2,3,T1,1,5,-1,A,2-2,2,2,4,0,D,1,0,0,0
2017-05-06,2016,30,Galatasaray,Kasimpasa,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,0,0,1,0
2017-05-06,2016,30,Konyaspor,Alanyaspor,2-3,2,3,T1,1,5,-1,A,1-1,1,1,2,0,D,1,0,1,0
2017-05-07,2016,30,Besiktas,Fenerbahce,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,2
2017-05-07,2016,30,Caykur Rizespor,Bursaspor,6-0,6,0,T1,1,6,6,H,4-0,4,0,4,4,H,1,0,0,0
2017-05-08,2016,30,Akhisarspor,Gaziantepspor,6-0,6,0,T1,1,6,6,H,1-0,1,0,1,1,H,1,0,0,0
2017-05-08,2016,30,Kardemir Karabukspor,Osmanlispor FK,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-05-12,2016,31,Kasimpasa,Caykur Rizespor,4-2,4,2,T1,1,6,2,H,0-0,0,0,0,0,D,1,0,0,1
2017-05-12,2016,31,Kayserispor,Konyaspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-05-13,2016,31,Basaksehir FK,Genclerbirligi,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2017-05-13,2016,31,Fenerbahce,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-05-13,2016,31,Adanaspor,Trabzonspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,1,0
2017-05-14,2016,31,Alanyaspor,Kardemir Karabukspor,4-2,4,2,T1,1,6,2,H,1-1,1,1,2,0,D,1,0,0,0
2017-05-14,2016,31,Osmanlispor FK,Akhisarspor,0-4,0,4,T1,1,4,-4,A,0-1,0,1,1,-1,A,1,0,0,0
2017-05-14,2016,31,Gaziantepspor,Galatasaray,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-05-15,2016,31,Bursaspor,Besiktas,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2017-05-19,2016,32,Galatasaray,Osmanlispor FK,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
2017-05-20,2016,32,Caykur Rizespor,Gaziantepspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-05-20,2016,32,Kayserispor,Adanaspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2017-05-20,2016,32,Antalyaspor,Bursaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-05-20,2016,32,Besiktas,Kasimpasa,4-1,4,1,T1,1,5,3,H,2-1,2,1,3,1,H,1,0,0,0
2017-05-21,2016,32,Konyaspor,Kardemir Karabukspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
2017-05-21,2016,32,Trabzonspor,Basaksehir FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-05-22,2016,32,Akhisarspor,Alanyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2017-05-22,2016,32,Genclerbirligi,Fenerbahce,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2017-05-27,2016,33,Basaksehir FK,Adanaspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,1,0
2017-05-27,2016,33,Fenerbahce,Trabzonspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2017-05-27,2016,33,Kasimpasa,Antalyaspor,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
2017-05-27,2016,33,Konyaspor,Akhisarspor,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
2017-05-28,2016,33,Osmanlispor FK,Caykur Rizespor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2017-05-28,2016,33,Bursaspor,Genclerbirligi,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2017-05-28,2016,33,Kardemir Karabukspor,Kayserispor,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
2017-05-28,2016,33,Gaziantepspor,Besiktas,0-4,0,4,T1,1,4,-4,A,0-2,0,2,2,-2,A,1,0,0,0
2017-05-29,2016,33,Alanyaspor,Galatasaray,2-3,2,3,T1,1,5,-1,A,1-3,1,3,4,-2,A,1,0,0,0
2017-06-02,2016,34,Antalyaspor,Gaziantepspor,4-1,4,1,T1,1,5,3,H,2-1,2,1,3,1,H,1,0,0,0
2017-06-02,2016,34,Genclerbirligi,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-06-02,2016,34,Akhisarspor,Kardemir Karabukspor,2-3,2,3,T1,1,5,-1,A,1-0,1,0,1,1,H,1,0,0,0
2017-06-03,2016,34,Kayserispor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-06-03,2016,34,Adanaspor,Fenerbahce,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,1,0,0,0
2017-06-03,2016,34,Galatasaray,Konyaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-06-03,2016,34,Caykur Rizespor,Alanyaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-06-03,2016,34,Trabzonspor,Bursaspor,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-06-03,2016,34,Besiktas,Osmanlispor FK,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-08-11,2017,1,Basaksehir FK,Bursaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-08-12,2017,1,Alanyaspor,Kasimpasa,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,1,0,0,0
2017-08-12,2017,1,Goztepe,Fenerbahce,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,0,0,0,0
2017-08-12,2017,1,Genclerbirligi,Kardemir Karabukspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
